total_index,repo_id,repo_name,owner_id,owner_type,full_name,create_date,update_date,topics,language,contributors,contributor_counts,stargazer_counts,forker_counts,keyword,readme_url,read_length,is_it_forked_repo,open_issues,original_repo
19023,271194810,Introduction-to-Reinforcement-Learning,61412497,organization,Develop-Packt/Introduction-to-Reinforcement-Learning,2020-06-10 6:16,2020-06-11 3:49,reinforcement#python#ai,Jupyter Notebook,"['61960172', '43364258']",2,0,1,autonomous-driving,https://github.com/Develop-Packt/Introduction-to-Reinforcement-Learning,778.0,False,0,
19025,271542544,.oh-my-comma,66786467,organization,emu-sh/.oh-my-comma,2020-06-11 12:38,2021-03-15 17:07,self-driving-car#self-hosted#command-line-tool#powerline#android#termux#dotfiles#shell-script,Python,"['1855905', '25857203', '583279']",3,65,6,self-driving,https://github.com/emu-sh/.oh-my-comma,4521.0,False,14,
19130,272983534,oatomobile,42252159,organization,OATML/oatomobile,2020-06-17 13:37,2021-03-08 7:43,autonomous-driving#imitation-learning#carla-simulator,Python,"['12871137', '208803']",2,112,25,autonomous-driving,https://github.com/OATML/oatomobile,3696.0,False,8,
19235,274747183,inmotion-driver-for-driverless-driving,44319870,organization,TeamSerpentine/inmotion-driver-for-driverless-driving,2020-06-24 18:58,2020-06-24 19:34,,Python,"['25587997', '56643495']",2,0,0,driverless,https://github.com/TeamSerpentine/inmotion-driver-for-driverless-driving,202.0,False,0,
19239,274739066,Neuro-Edge,65969627,organization,iCAS-Lab/Neuro-Edge,2020-06-24 18:17,2020-11-26 2:16,,Swift,"['42788305', '59970292', '50458600', '64744641']",4,0,0,autonomous-car,https://github.com/iCAS-Lab/Neuro-Edge,282.0,False,0,
19332,276318942,Aslan,65282957,organization,project-aslan/Aslan,2020-07-01 8:17,2021-03-23 8:05,,Python,"['40384066', '37103356']",2,163,39,self-driving,https://github.com/project-aslan/Aslan,6622.0,False,6,
19379,276886806,Applied-Deep-Learning-and-Computer-Vision-for-Self-Driving-Cars,10974906,organization,PacktPublishing/Applied-Deep-Learning-and-Computer-Vision-for-Self-Driving-Cars,2020-07-03 11:45,2021-02-21 7:43,,Jupyter Notebook,"['36401733', '65655663', '62882280', '30308873']",4,20,9,self-driving,https://github.com/PacktPublishing/Applied-Deep-Learning-and-Computer-Vision-for-Self-Driving-Cars,7602.0,False,2,
19430,277522246,dreamspace-underwater-glider,49188751,organization,dreamspace-academy/dreamspace-underwater-glider,2020-07-06 11:22,2020-07-08 16:24,,OpenSCAD,"['4390983', '61480740']",2,0,0,autonomous-vehicle,https://github.com/dreamspace-academy/dreamspace-underwater-glider,2855.0,False,1,
19638,280871100,Collected-Autonomous-Driving,37689911,organization,DRL-CASIA/Collected-Autonomous-Driving,2020-07-19 13:27,2020-07-20 7:04,,,"['26884060', '18606949']",2,0,0,autonomous-driving,https://github.com/DRL-CASIA/Collected-Autonomous-Driving,6321.0,False,0,
19639,280829444,Maila,68497244,organization,Mailamaca/Maila,2020-07-19 9:05,2020-11-29 20:51,,Shell,"['61347398', '18074378']",2,0,0,autonomous-driving,https://github.com/Mailamaca/Maila,8814.0,False,0,
19664,281334433,MOBATSim,64707591,organization,MOBATSim/MOBATSim,2020-07-21 8:01,2020-12-13 19:38,matlab#simulink#autonomous#vehicle#simulation#traffic#safety#model-based#model-based-design,MATLAB,"['51496368', '45801766', '39235126', '39188362', '69515735']",5,16,13,autonomous-vehicle,https://github.com/MOBATSim/MOBATSim,3115.0,False,1,
19689,281937111,JumpingCar,68692606,organization,JumpingCar/JumpingCar,2020-07-23 11:49,2020-12-17 7:05,neural-network#genetic-algorithm#p5js#react#typescript,TypeScript,"['31656049', '67995959']",2,0,0,self-driving,https://github.com/JumpingCar/JumpingCar,2152.0,False,0,
19710,282431424,driverless,68711703,organization,FineasRobotics/driverless,2020-07-25 11:36,2020-07-31 12:55,,C++,"['21953337', '33569533', '28314055', '49338071']",4,0,0,driverless,https://github.com/FineasRobotics/driverless,3847.0,False,0,
19744,282804659,RumiCar,68839098,organization,RumiCar-group/RumiCar,2020-07-27 5:42,2021-03-21 8:02,rumicar#raspi#arduino#esp32#obniz#autonomous-vehicles#autonomous-driving,C++,"['49936800', '60558640', '23649012', '63986674', '9836975', '51183331']",6,4,3,autonomous-vehicle,https://github.com/RumiCar-group/RumiCar,16643.0,False,0,
19796,283999274,OpenBot,23507030,organization,intel-isl/OpenBot,2020-07-31 9:46,2021-03-26 5:25,openbot#android#smartphone#robot#robotics#education#research#arduino#deeplearning,Java,"['19666890', '11999742', '2077907', '2463847', '4115966', '2744278', '4175662', '22770735', '30611065', '23113783', '11000684', '1360987', '1773626', '38999655', '7905271']",15,1756,283,autonomous-vehicle,https://github.com/intel-isl/OpenBot,4177.0,False,3,
19856,285346387,medium-keypoint-autocal,68834823,organization,nodarsensor/medium-keypoint-autocal,2020-08-05 16:29,2021-01-14 10:55,,Python,"['20777808', '10437375']",2,1,1,autonomous-vehicle,https://github.com/nodarsensor/medium-keypoint-autocal,4578.0,False,0,
19863,285519095,Room-Number-Recognition,52904804,organization,icns-distributed-cloud/Room-Number-Recognition,2020-08-06 8:40,2020-12-30 14:31,,Python,"['10742964', '10753179']",2,6,3,self-driving,https://github.com/icns-distributed-cloud/Room-Number-Recognition,1318.0,False,0,
19876,285438367,AVSim,69281001,organization,avleague/AVSim,2020-08-06 0:56,2021-03-18 23:34,,C,"['28567780', '69280900']",2,1,1,autonomous-vehicle,https://github.com/avleague/AVSim,8.0,False,0,
20064,289128277,modelzoo,48420599,organization,autowarefoundation/modelzoo,2020-08-20 23:03,2021-03-24 19:31,model-zoo#autoware#machine-learning#autonomous-driving,Python,"['20798375', '16821954', '47392991', '67093537', '2660805', '22497720', '43142004']",7,41,7,autonomous-driving,https://github.com/autowarefoundation/modelzoo,6411.0,False,0,
20221,292550750,holy-contracts,70515884,organization,Holyheld/holy-contracts,2020-09-03 11:31,2021-03-14 18:18,defi#holy#holyheld#ethereum,Solidity,"['6736358', '12501936']",2,4,1,self-driving,https://github.com/Holyheld/holy-contracts,2754.0,False,0,
20289,295415539,Lane-Detection-for-Traffic-Optimization,60440204,organization,Data-Science-Community-SRM/Lane-Detection-for-Traffic-Optimization,2020-09-14 12:53,2021-01-23 6:46,lane-detection#opencv#streamlit-webapp#heroku-deployment,Jupyter Notebook,"['61134885', '65704283', '65212523', '58622029', '40275336']",5,0,0,self-driving,https://github.com/Data-Science-Community-SRM/Lane-Detection-for-Traffic-Optimization,6519.0,False,1,
20319,296322014,LaneGCN,18741309,organization,uber-research/LaneGCN,2020-09-17 12:38,2021-03-26 8:43,self-driving#motion-estimation#graph-neural-networks#artificial-intelligence#motion-forecasting,Python,"['9301117', '6446818']",2,114,29,self-driving,https://github.com/uber-research/LaneGCN,4020.0,False,8,
20557,303318306,Self-driving-project,52904804,organization,icns-distributed-cloud/Self-driving-project,2020-10-12 7:55,2021-03-08 9:23,,C,"['59592577', '57785792', '52770805']",3,14,15,self-driving,https://github.com/icns-distributed-cloud/Self-driving-project,23.0,False,0,
20599,303984883,nissanleaf-lgsvl,11535763,organization,szenergy/nissanleaf-lgsvl,2020-10-14 10:49,2021-03-01 10:04,lgsvl#simualtor#nissan#ros#autonomous-vehicles#self-driving-car#self-driving-car-simulation#simulation#simulator#unity,CMake,"['39771071', '11504709', '51919446']",3,1,0,autonomous-car,https://github.com/szenergy/nissanleaf-lgsvl,867.0,False,1,
20627,304561046,CARLA-Project-2020,72967909,organization,LiU-Dream-Team-TSFS12/CARLA-Project-2020,2020-10-16 8:06,2020-10-22 9:50,,Python,"['45108758', '45108207', '56047311']",3,0,0,autonomous-vehicle,https://github.com/LiU-Dream-Team-TSFS12/CARLA-Project-2020,,False,0,
20656,305361126,Gitta-Self-driving-Contest,73111608,organization,Team-Gitta/Gitta-Self-driving-Contest,2020-10-19 11:27,2021-03-11 12:53,,,"['68395698', '58355780']",2,2,0,self-driving,https://github.com/Team-Gitta/Gitta-Self-driving-Contest,5350.0,False,0,
20720,306598907,ceng-407-408-2020-2021-3D-Object-Detection-for-Self-Driving-Cars,32456939,organization,CankayaUniversity/ceng-407-408-2020-2021-3D-Object-Detection-for-Self-Driving-Cars,2020-10-23 10:10,2021-01-25 23:01,,,"['41232184', '31503875', '12069406']",3,3,0,self-driving,https://github.com/CankayaUniversity/ceng-407-408-2020-2021-3D-Object-Detection-for-Self-Driving-Cars,1222.0,False,0,
20722,306713190,tool-competition-av,38749452,organization,se2p/tool-competition-av,2020-10-23 18:11,2021-03-06 19:22,,Python,"['64665974', '17648010', '61834653', '1557512', '5339914']",5,11,7,autonomous-car,https://github.com/se2p/tool-competition-av,2810.0,False,12,
20805,308284353,PUTM_DV_docker_2020,66378315,organization,PUT-Motorsport/PUTM_DV_docker_2020,2020-10-29 9:51,2020-11-26 10:56,,Shell,"['34938498', '20326060']",2,1,0,driverless,https://github.com/PUT-Motorsport/PUTM_DV_docker_2020,901.0,False,0,
20898,311413960,Planning_Final_Project,74203400,organization,Lane-Change-Negotiation-Research/Planning_Final_Project,2020-11-09 17:27,2020-12-20 22:06,,Python,"['13070069', '10996260', '55328521', '25323110', '20006704']",5,0,0,autonomous-vehicle,https://github.com/Lane-Change-Negotiation-Research/Planning_Final_Project,1417.0,False,0,
21030,314177136,Lyft_autonomous_vehicle,74702203,organization,TeamEpochGithub/Lyft_autonomous_vehicle,2020-11-19 8:03,2021-01-27 10:05,,Python,"['37000814', '66127366', '12518253', '60932397']",4,0,0,autonomous-vehicle,https://github.com/TeamEpochGithub/Lyft_autonomous_vehicle,7424.0,False,0,
21053,314764273,pgdrive,62319319,organization,decisionforce/pgdrive,2020-11-21 8:12,2021-03-26 6:54,autonomous-driving#reinforcement-learning#machine-learning#simulator#procedural-generation#imitation-learning#generalization#deep-learning#simulation#computer-vision#panda3d,Python,"['22206995', '24489294', '32608622', '1149687', '18554116']",5,60,4,autonomous-driving,https://github.com/decisionforce/pgdrive,6889.0,False,15,
21145,316785919,self-driving-cars,74560740,organization,CoInitialized/self-driving-cars,2020-11-28 17:26,2020-12-13 22:30,,Python,"['42278982', '17047332']",2,0,0,self-driving,https://github.com/CoInitialized/self-driving-cars,19.0,False,0,
21302,319233766,MEME-START-Semester,75604907,organization,MEME-Phoenix/MEME-START-Semester,2020-12-07 7:10,2021-02-22 2:04,autonomous#autonomous-driving,Python,"['48849998', '49419698', '71135652']",3,0,1,autonomous-driving,https://github.com/MEME-Phoenix/MEME-START-Semester,5204.0,False,0,
21336,319992425,holy_wallet,70515884,organization,Holyheld/holy_wallet,2020-12-09 15:06,2021-03-20 18:47,defi#ethereum#banking#neobank#debitcard,JavaScript,"['2332431', '12501936', '13100095', '6736358']",4,4,0,self-driving,https://github.com/Holyheld/holy_wallet,2808.0,False,0,
21583,323901257,self-driving-vehicle,76498458,organization,beforeTheBots/self-driving-vehicle,2020-12-23 12:51,2021-02-24 0:40,,Python,"['60403126', '70090810', '70090183', '70091044', '70090106']",5,1,2,self-driving,https://github.com/beforeTheBots/self-driving-vehicle,1662.0,False,0,
21859,328337026,via-docs,20499007,organization,makerhanoi/via-docs,2021-01-10 8:30,2021-03-24 13:53,autonomous#3d-printing#self-driving-car,HTML,"['18329471', '62630459', '30751439']",3,0,1,self-driving,https://github.com/makerhanoi/via-docs,3080.0,False,0,
21887,328711550,Automatic-Parking,77251823,organization,Pandas-Team/Automatic-Parking,2021-01-11 15:40,2021-03-21 2:28,self-driving-car#autonomous-vehicles#autonomous-driving#python#path-planning#path-tracking#control#autopark#autonomous-parking#automatic-parking,Python,"['56114938', '61683254', '61879630', '44018277', '77437792']",5,4,0,autonomous-driving,https://github.com/Pandas-Team/Automatic-Parking,2552.0,False,0,
21965,330278853,CK_23.5,3065841,organization,FRC79/CK_23.5,2021-01-16 23:35,2021-03-20 20:28,,Java,"['44004555', '55556453']",2,0,0,autonomous-driving,https://github.com/FRC79/CK_23.5,,False,1,
22320,337105564,Autonomous-car,78733540,organization,Ontwerpproject-2/Autonomous-car,2021-02-08 14:38,2021-02-19 15:28,,C++,"['78729344', '78724707']",2,0,0,autonomous-car,https://github.com/Ontwerpproject-2/Autonomous-car,67.0,False,0,
22345,337848075,DeepVGL,14337040,organization,LCAD-UFES/DeepVGL,2021-02-10 20:40,2021-03-22 23:58,,Python,"['44209945', '10265815']",2,1,0,self-driving,https://github.com/LCAD-UFES/DeepVGL,4266.0,False,0,
22360,337595459,autonomous-vehicle,55771806,organization,duke-electric-vehicles/autonomous-vehicle,2021-02-10 2:29,2021-03-26 1:48,,Python,"['30120854', '77821449', '31674556', '39682476', '48063443']",5,1,0,autonomous-vehicle,https://github.com/duke-electric-vehicles/autonomous-vehicle,181.0,False,0,
22395,338669703,2021-Skillz-Robot,50642860,organization,secret-city-wildbots/2021-Skillz-Robot,2021-02-13 21:05,2021-03-26 2:15,,LabVIEW,"['50642827', '50529931', '31905790', '49070586']",4,0,0,autonomous-driving,https://github.com/secret-city-wildbots/2021-Skillz-Robot,101.0,False,0,
22475,340371651,PUTM_DV_Simulator_2020,66378315,organization,PUT-Motorsport/PUTM_DV_Simulator_2020,2021-02-19 13:05,2021-03-18 11:16,,Dockerfile,"['20326060', '34938498']",2,0,0,driverless,https://github.com/PUT-Motorsport/PUTM_DV_Simulator_2020,4995.0,False,0,
22731,346732605,bfft_formula-student_driverless,70061300,organization,Black-Forest-Formula-Team/bfft_formula-student_driverless,2021-03-11 14:38,2021-03-26 10:57,,,"['58775365', '36576348', '62403344']",3,0,1,driverless,https://github.com/Black-Forest-Formula-Team/bfft_formula-student_driverless,15212.0,False,0,
22765,347532498,via-simulation-jeep,20499007,organization,makerhanoi/via-simulation-jeep,2021-03-14 3:10,2021-03-26 14:07,self-driving-car#simulation,C#,"['14993474', '18329471']",2,2,0,self-driving,https://github.com/makerhanoi/via-simulation-jeep,504.0,False,0,
22836,349237438,Driverless,76503360,organization,NU-Teams/Driverless,2021-03-18 22:46,2021-03-21 23:20,,MATLAB,"['80492550', '42191445']",2,0,0,driverless,https://github.com/NU-Teams/Driverless,12.0,False,0,
22917,351116721,ethics_autonomous_driving,16375120,organization,mlab-upenn/ethics_autonomous_driving,2021-03-24 14:47,2021-03-24 23:50,,Python,"['26127579', '32654507']",2,0,0,autonomous-driving,https://github.com/mlab-upenn/ethics_autonomous_driving,27.0,False,0,
